Sequence_Index	Protein_Name_First	Sequence_Length	Sequence_Hash	Protein_Count	Duplicate_Proteins
3716	SO3897	758	C9F236FC67E7C56415E214C24285E32B7723A71D	1	
3717	SO3898	391	9AA8E9B903227FEA83E33A6AD04F4CA23103506B	1	
3718	SO3899	628	84BEEE73732043005DEF237E467313794CEFA72A	1	
3719	SO3900	191	D9815ED11E6B5D0A64DABC1513EB11ECD8E38596	1	
3720	SO3901	278	EFA80E74A06261621BDB6067FA55DF78838A25A7	1	
3721	SO3902	146	25EB789F9100C507483BB9DCD062412AF2F67DAB	1	
3722	SO3903	200	D63FC4712D920A91A65D44B7F29060EE723B9264	1	
3723	SO3904	435	F407CB5C6038868F975480235AE42D2F577689A0	1	
3724	SO3905	231	F5978BBEF1BE0B351F0F5359F63105F96162CCE8	1	
3725	SO3906	322	D18FF023E9017A6D0102A32D7DD3801B55C6DBCA	1	
3726	SO3907	160	B108B1D56FD5D60E7992A388929F0825900B1BC4	1	
3727	SO3908	245	A03FC6C8C4A014A33326089056BE4B52028A113B	1	
3728	SO3909	66	5E9C6A34138BD1D3BB9234D76852A771B4ADECE8	1	
3729	SO3910	97	27924C95215BB8AF00B080FA39955D11B48B983D	1	
3730	SO3911	58	EE2CD0CE4D60F2426E3C0F0A314122EDE6E0945C	1	
3731	SO3912	335	D9F958733831CE03B1AE3B88B6D324D9729FACC1	1	
3732	SO3913	224	D829801F2FE36486359502F935139E09DF91A89D	1	
3733	SO3914	730	1D4FFCE3236C48A85BCA9A4888342E12E41B812A	1	
3734	SO3915	154	82849D577F7D9996F413CAEA3CDEA19BDCCDCD83	1	
3735	SO3916	358	2D0B078F1DAF309A9446F9BF68A8A31CB38638C5	1	
3736	SO3917	468	B36338A71800F2B0EF9BD1619952CC0F4C969E3A	1	
3737	SO3918	732	CC7F546710A1297B8BADE9B8279CABE96CB65A05	1	
3738	SO3919	45	B31FAAA48A3319B165A9FA908F9AB00F9822A125	1	
3739	SO3920	410	79A91C5244026DE51C97BC72944C3D7BDE73DB91	1	
3740	SO3921	106	F4E8C29DF4B2BEF010BE01B2E4F737013BBE7FEA	1	
3741	SO3922	227	8CF65F6110A98B069CE615E1FBCFBA460B23EF0A	1	
3742	SO3923	479	16211F8AC1C194F8E0C98B6824B04AE1317855B8	1	
3743	SO3924	213	1413C2C313C08C93D2F7152943AB46F9B4944E71	1	
3744	SO3925	359	C57360D40EB89CFA348BD400E9BD2983CF853E54	1	
3745	SO3926	394	593D0CC87223BBA706B6136B18E111577E275F05	1	
3746	SO3927	150	706FB877392E0AD14729655EC7A9FF046A4B07CE	1	
3747	SO3928	75	59BAC6CBD7E4E5416EAF87B9BE5489B242AC13BC	1	
3748	SO3929	101	DBB7A09D80ABCC8B2C13BE8EAA2F8E6F6E72CE54	1	
3749	SO3930	131	9968F4F392DC054981691FE6077FAD6B499DF241	1	
3750	SO3931	247	B603A3626C79E489217A58A52ED280FE455791A1	1	
3751	SO3932	33	0E5EC14B7DF9994A1E2AFFCFD558B248C5AA5C38	1	
3752	SO3933	474	087B7FC293D597BEA6B1703FBBE56FF09CEC1B6E	1	
3753	SO3934	246	8C501911145AF847F18AFB6C8288AD08C900D2BE	1	
3754	SO3935	808	B913F178732F3BE0C0DE3202254E58E7324BCC4C	1	
3755	SO3936	206	98E4725261C57BB19ED4E6CBF539997C0804395A	1	
3756	SO3937	431	776F402CA3313EE0265E60FC2BBC4722EBE34599	1	
3757	SO3938	62	31414A485C079D2253B90FF7FEAC4776816DAEC5	1	
3758	SO3939	130	C0EAE8F3470D083473801F7F370886264B5444D4	1	
3759	SO3940	142	72A661EFA094ABE946AD30DFF7BDBE631BF4B46A	1	
3760	SO3941	370	62F7BF375159C493CA140B9430823EBF9927D46C	1	
3761	SO3942	450	C80639DD46DD3BE324504B63C5E7B4A11D3E4E87	1	
3762	SO3943	360	B1633CF9722AC448D059D8F2F36BC4929FF60066	1	
3763	SO3946	107	4AED05415030A4327270C4E3C37B71D6911C7428	1	
3764	SO3947	42	EEE161ED6FFCA6F81C022ED33B65D7F9EAA63127	1	
3765	SO3948	419	93516E3D633F31A9A5E694C50CBB3BF2FD4A8428	1	
3766	SO3949	83	5F553F1F151D547F937AE7C99EE944CFF8A7689F	1	
3767	SO3950	94	10B509FC926E4D4027A8B6EAA2AF287AD8856288	1	
3768	SO3951	217	A965C4AF726F72F0CF2542BAB2735E4ED45A64DC	1	
3769	SO3952	157	45CBD267B3ADDA23DA2426AA99EC6EC6FEDE604F	1	
3770	SO3953	261	1B61B3EEEAE74CA9916F39FC7E023883C70D5BE2	1	
3771	SO3954	272	748F43F0F70DDFEEB6B535F60DCBFFBABDB6439B	1	
3772	SO3955	66	FB12A50C7B82D0204940B286F5EC600FC8269E76	1	
3773	SO3956	325	40D1175F765431022B0C7B1BA273A020A8E615A9	1	
3774	SO3957	183	EC87F5DCD888AF00765656072FA5D995F4139119	1	
3775	SO3958	186	474D16465D3606AABD0BD9169C5F8AD13FF36A3C	1	
3776	SO3959	183	1A94636BE67540A3D74FB9FCB43929DE40907652	1	
3777	SO3960	243	756EA2D28D46197CE3F47C46086A7AE2244A7FEC	1	
3778	SO3961	491	7952065015DFE023ABF71BB1D92732DF7F0C4A18	1	
3779	SO3962	95	2498EF909BBD089393DF113BF970F9459B0D53D0	1	
3780	SO3963	147	BC506C9C5365614B27DD6D7535F4E15B18A1E3DE	1	
3781	SO3964	284	7EC1B39A94D020594DA9DAFC747D44C90F4562B4	1	
3782	SO3965	91	4611FE7558E13FCF098F4EA056684F65E99EC924	1	
3783	SO3966	454	38787D1C475A251F1BFC6D13DE832EB275ACD362	1	
3784	SO3967	260	6D76E626EE6A7FD6D0A7CCC74F6A8ED4BF4F5DB3	1	
3785	SO3968	36	9B346F09FA3107192C6FA90F056ACB0EFC151730	1	
3786	SO3969	228	1883231373C4E8683C2BA64BBB53778AF804428D	1	
3787	SO3970	47	7862932578FDBE04D536D8F9C89249550A08A35B	1	
3788	SO3971	32	51BA81C9857A6AFFEB51D61A383A908DE3D1E53F	1	
3789	SO3972	77	C004E2ADEFA7822373061ACDED898E7850FC2854	1	
3790	SO3973	285	FDDD0058BFD2F975926CDD92D7D1365B0B7CC569	1	
3791	SO3974	182	6B50BA20659660F44DDA5212AEBDE43CCAAC3C12	1	
3792	SO3975	264	770668327D3420E70C5C1C38153817CAE26C49BA	1	
3793	SO3976	259	852EE5AA007C550A8C8A4F5427BFEC16BC73C2DE	1	
3794	SO3978	306	69354A50B999A0A375DE5746759755298078F148	1	
3795	SO3979	47	0500A09161F9411F5054C26553D3F56AD569756C	1	
3796	SO3980	467	0754D4DD1C066CC6C3421BED17850D4C51F229F8	1	
3797	SO3981	585	EF423DD4CBA4CEAA031A072FC6F2737A96AEDA43	1	
3798	SO3982	209	4C1450DDA6D806F4201D888683904CAC5FE206D1	1	
3799	SO3983	124	3EC4FD8437EBB216F44C430DBA289072EBFD96F7	1	
3800	SO3984	321	0F201131D52FE5A7D38B5AC29EF0BFB82D76FF1C	1	
3801	SO3985	371	3F7929350783FD3A384C71D79172C1CFC24B6FA7	1	
3802	SO3986	451	26971D485A125D15F2743EE66A2FC265CDAB79D5	1	
3803	SO3987	144	C8B1AE81B7F0A09802C3990A2D0022ADEFBAFF72	1	
3804	SO3988	238	91600EA11B45FE7FE9491175A823EEC480590CBF	1	
3805	SO3989	35	E75406A9039606DEEF8CDCF4A25A732EC5205D52	1	
3806	SO3990	763	94A4B7939B476517B8EE4401F6C2DC287F624318	1	
3807	SO3991	325	D1734663AC4A73F1D02DD8CEDC070225EF9F0214	1	
3808	SO3992	34	DDE44A9719261688818FF5FAD4DDB321E7785A06	1	
3809	SO3993	355	F37BB715947FF2B1994285E941B0B887B8581422	1	
3810	SO3994	339	2657FA66CA0AF47547D7107810671C8871182B9A	1	
3811	SO3995	31	01E2ABBB969F8779C2C5CD1E16378F952F3EA05D	1	
3812	SO3996	189	FDE54CEB0785D8B018F609BB156073843BF7DD99	1	
3813	SO3997	162	A302660E9581860B34267B400503612EA46FA659	1	
3814	SO3998	43	5DC75B279DB1731C8C3BD3F35C94EBD0FE2403BF	1	
3815	SO3999	310	B762725AAD49617BF21EFE088B611F08B0DA8B43	1	
3816	SO4001	229	8FB850873D04BB1676E34E69C918EB81F8991F14	1	
3817	SO4002	1689	2E44A47598373E584B3147DD5147BCCDB5BE6C98	1	
3818	SO4003	357	D5A6D699002E80E75D85ABF1BF1FF748F3673FE6	1	
3819	SO4004	408	01126E91B37F77F16092CC7D3A731138FBB13B34	1	
3820	SO4005	290	8DDC12945ED46FD4003BCADE26DBB0118FC448F1	1	
3821	SO4006	407	C71372575069867358AA62905C170AEBE3014963	1	
3822	SO4007	220	43376724DAFE43C4951556D68338812EAD3C1D8C	1	
3823	SO4008	1216	441D648332861481FB246C425AE3DE07B16EC7C3	1	
3824	SO4009	54	ED157B04E250E1FD9F99B784AE9B8850BB6087F1	1	
3825	SO4010	47	44BA7D9CA42B5E92306720A943C52726D5A1EF9D	1	
3826	SO4011	233	BB7BB4E15251F459AE4E790D87253217115AB850	1	
3827	SO4012	92	780C9745748E293F048EFE64512B92DF180FDBED	1	
3828	SO4013	607	F0AEA0758485C967FDF768F03D8C91190015269E	1	
3829	SO4014	1023	00196B3D70211FAFF819AA8266DE4CDFFFEA997B	1	
3830	SO4015	435	D298E88D14F57856301A1C576045791C40BDF75A	1	
3831	SO4016	447	13EA80CAEBFF8B83F0344D39D89392A8A72BAE0E	1	
3832	SO4017	477	235E3F5BC4341565DE3CA17EE880840DFF5A12A6	1	
3833	SO4018	456	8B7FB42E78EFC0A86269341ED37F3522B7F55881	1	
3834	SO4019	907	A849B28B78EC65D92F5D988F873E6D203E49F88C	1	
3835	SO4020	321	021267ABA3EC59D5B9A25158BBEF8F74FED9901B	1	
3836	SO4021	396	3C3FB0A9D859A702BEF8DEF9F0365B2FC9B3BA39	1	
3837	SO4022	943	E6D57E05E2538FF978C277901FEFD4838E6F655C	1	
3838	SO4023	33	4D7FC5F05BF4B337F9AB0BE910106CC99A597396	1	
3839	SO4025	1480	240FF9C4D8EF31D716CFFF67F803407615FCA0AC	1	
3840	SO4026	53	AAE149C87C584A79A8039CBE537A03FFB0670CE5	1	
3841	SO4027	134	220578D95CFD79E38103F2836411E7688E38CC21	1	
3842	SO4028	238	B1845C68957AD2C402FDFA15B8A8C973FF126D6A	1	
3843	SO4029	455	CA6B226810EDA9F43B5BA2DBBDA2C15D80F2168F	1	
3844	SO4030	950	F74CE4C21EE587BA7D04E2E992FC34F8F99D5F79	1	
3845	SO4031	112	5A076CB433432F17C658FDCBD67ED6A48F8508E5	1	
3846	SO4032	347	5B5B0CFA368E2C4DFD5260FE8B033A55543E9364	1	
3847	SO4033	30	C346625C5523EE7B5110A12E029090ED8E8D8E33	1	
3848	SO4034	623	7631B5B278E7DD4FC0E54257C253A50E1AB504A3	1	
3849	SO4035	119	F7D063C7DCD403D5A118252E43BD6A0D4213BFDB	1	
3850	SO4036	176	FA84D7430829FDF957EF4C615B34D24844B98051	1	
3851	SO4037	177	AF06589A415A8BCCCD3877034C42862D708E6727	1	
3852	SO4038	170	9A40273AB0FCB342DF5A91110AF19BBA953EB164	1	
3853	SO4039	202	616A016EFD439E018D00470BE35013B9ED4E5AA5	1	
3854	SO4040	349	71590E3C965BE24DC512C49043863D359C75FF18	1	
3855	SO4041	40	05E4CB57DDD750C85A3EC5C5D7C5C870F69C9CEE	1	
3856	SO4042	274	1995AE1506DCE8E7CDC77C30318935484CB429C8	1	
3857	SO4043	369	2E356671F739C8DE9068B0BC3A3893597249FC7C	1	
3858	SO4044	139	5A6E0C7A7A64C7BA2B2DE24EF813E39EFFCB9D4D	1	
3859	SO4045	123	1E75552B9F73DCF95948159E442379600B8FF4AF	1	
3860	SO4046	168	E36A05E3A5CCC28662EA02B2C414D0E32B7FA172	1	
3861	SO4047	351	04F868BAE6A9DD47298F844266C209F1684D036D	1	
3862	SO4048	208	2259DA668A98A51CBC79EBC17D7B85F9F2C4E218	1	
3863	SO4049	38	F125261EE1D3BEBC9F6D61CDD1476C8FDD35384F	1	
3864	SO4050	342	56CE0B8B949AB865AFBF4385FC00271C7DA24089	1	
3865	SO4051	357	A54ACEFC7E6A5D5A6E751384A48E9219758BC2E5	1	
3866	SO4052	157	51DEACF4567773230644B399553E7832A430ABB7	1	
3867	SO4053	634	0D5910EA267B34696FD62A3A6FF2E779152AAB72	1	
3868	SO4054	297	83A6A34333A2FDEC7EFCCFA48E666DAC885887B0	1	
3869	SO4055	797	F5CB34ACF458715B08DDBA85D4C4A5284859E7DB	1	
3870	SO4056	393	AAD895BBFB5768315665E912B66ADCCBE20CD788	1	
3871	SO4057	104	62AB7A3D45C0038967B9CF639E160FE47397B218	1	
3872	SO4058	247	0D0779F0BBD2AD3664F45464A2A5416252E33EAC	1	
3873	SO4059	41	C6A4469E22915C6E0D1EE33A9282925EAAC46FA4	1	
3874	SO4060	314	005A61096144E8442794B2DA4EFB229003B02AF6	1	
3875	SO4061	188	9DAA4E56627FA9723D6215A45670053416ED4202	1	
3876	SO4062	760	0AAAA1B0F54D7CC23D3E12B1D1B5E129365F695A	1	
3877	SO4063	74	9E8CF106AC6B03DA8D6D63FD05D867DB9CCD87BF	1	
3878	SO4064	265	F2DF8669B04D2FFEDA378DA04883AD043A1E7818	1	
3879	SO4065	50	26160101021170E78F8865E0837FA43943A501E4	1	
3880	SO4066	367	6A5039CF56FDEAC362F1E13969B805FCB9E5FD35	1	
3881	SO4067	48	A45797FE0E459A5C05C8F12EB587D023A95E28B6	1	
3882	SO4068	702	200054EB8DB19DAF31648D87669D42586F69C434	1	
3883	SO4069	261	7D6E82351BC9CC446550B3EE14698FFE95023077	1	
3884	SO4070	237	BB282260C60F99270FCFAB90BB7A932825AB250B	1	
3885	SO4071	41	9B27E013F08C89B5EAEAE58E358E7EE9F3759EFE	1	
3886	SO4072	481	95947FCF7F39D20427BCC857549DE2EFACAB0733	1	
3887	SO4073	82	8E55AEF05422765B6365C412E4B47C6BAAC59CC4	1	
3888	SO4074	31	C10B1C4577DC23CB7440AD299CF74E58D4EF48A8	1	
3889	SO4075	245	566D44603E04D497EC72DC49E4D8DAF9ABA5E034	1	
3890	SO4076	43	9F66FAEC26FE9574D9E00BA8AEDB8B2178CDA33F	1	
3891	SO4077	708	433EFEB40337D29E8D29CA62433A1B6F9B426C06	1	
3892	SO4078	447	D08A28C97DB090CA5122F2E0462A13E6AC0280D1	1	
3893	SO4079	177	CB79E2585B9C87E1CD1ACFE4B03AD2823B266992	1	
3894	SO4080	826	2442BCD094EEDB1F28BA8412F567F051EB7ED8AD	1	
3895	SO4081	443	5BE66FF4CB6EE1088CE5505A3E333AB6C5B6D5CA	1	
3896	SO4082	30	7DD9C8F341C0B6DA28AD0CFB3E5CAB65722FDACB	1	
3897	SO4083	62	FEA4D0717CA13C2C01EED48D3C26752C32A4A7B8	1	
3898	SO4084	57	D0EA41E0F6634A1163B5A7A00F9FF279A5F509C8	1	
3899	SO4085	699	ABCA1891643CEA318E137B3E8024B41E1E40E2A6	1	
3900	SO4086	56	D38A91949CE59AF0CBE249EDAE3B067F3C4DA8C5	1	
3901	SO4087	378	D2FABCD7DF17460498D78B7CBB7079FBBCE347B1	1	
3902	SO4088	435	8DA943F35C287F0B2193B490E820DBCED28CF338	1	
3903	SO4089	324	396EAD9E9FFD4AE67C95A116DA604ECF7BF3E65C	1	
3904	SO4090	473	E3E69D212883811CBEA2F22E03F41FEE173B31D5	1	
3905	SO4091	482	3A669A0A2E86ECFCED2D242CE9BF42FE03CDEBA5	1	
3906	SO4092	282	F4B098C7A2836161CB8974C13F60AAD9BA28018B	1	
3907	SO4093	1390	B28154CF946025726407B8D34B9FCA4A6C02FD4A	1	
3908	SO4094	488	582922DECCD4D5B867F5C85A06769BC8BE743450	1	
3909	SO4095	194	A9AAC64E0CFBE817DFE79F695484A9549185B7D3	1	
3910	SO4096	162	DF73B0659082FB0143C2C70E3CA125C955A220AF	1	
3911	SO4097	355	7BF4B4FE603409EC72DC07D56C5AD62AFF2571F1	1	
3912	SO4098	349	28602A258A65E98A3F5F1935DEFF73CF7F381146	1	
3913	SO4099	58	C618E56C7A389687FF6AE0527047E3BE86270625	1	
3914	SO4100	1257	5186C2D1A151EEA0686898E0B6695C037E36D49E	1	
3915	SO4101	151	F70061A81452D08B3483CFE967F87946355BC464	1	
3916	SO4102	282	683C317DC07C425CE6C2AF1FB0B997E51AADDDF9	1	
3917	SO4103	188	FF1FFDFE95D4ACDEDA4A2DDC13F3FFF741A2F18F	1	
3918	SO4104	157	B6C53071839A0E101249BC3941F220C118117039	1	
3919	SO4105	171	BA3D36F14033AF72568BEE2A3B95C7CDB5194B99	1	
3920	SO4106	205	F87AEBE56ECBA92A6A6D452906D105EC51053780	1	
3921	SO4107	164	11DC02F41AB279D0041867E9571638D1B9ED0DC0	1	
3922	SO4108	406	1AA101183F0F2172A73B9818C50B35AE1BC0C0D8	1	
3923	SO4109	586	52C8F85BDB8D4E3DD3CC31EAC01DEE56265996CC	1	
3924	SO4110	429	01F39A0AC3806E376A15F07F889B42367221212E	1	
3925	SO4111	310	E119E573A930618EF1856A108E09D7D089C28326	1	
3926	SO4112	560	AB61F06976FD29D09828B4D736AD6A52E2E22100	1	
3927	SO4113	105	E1E2F86C4FB94F707D0E8BCB9850F4E287F3FF09	1	
3928	SO4114	216	9BCB1FEC89395B6E493DC549EEE48068320CB396	1	
3929	SO4115	492	B4C6EBFD85A80CDC897282B4289E5DE595D5980D	1	
3930	SO4116	631	1768A19DDC18D99F6FEBE457FCBBBFF5DB4B5EA8	1	
3931	SO4117	35	FB8E6635627B1D84806079320E0A7D0458AFF5E4	1	
3932	SO4118	414	833D6CC35D2F7C25C2C02547EB542F75C37BAB7F	1	
3933	SO4119	35	1A24228B547EAAEB57D8F7F0E51A1268BD58687A	1	
3934	SO4120	70	4FAE990599F346A556D5B3EEDA6975F275F96E4F	1	
3935	SO4121	345	CCFBCAFF6F3A8E67829A6AD36C70158CADC207AB	1	
3936	SO4122	737	D6D78512BC51E55690D61DFE9CE8A1AAC7FFC745	1	
3937	SO4123	581	838713D2F85EA3D5F0278E66DD67E1485891FC4D	1	
3938	SO4124	231	78957A83C1532222AD5ACCDC9C1CB59A11BC770D	1	
3939	SO4125	31	284E537A8718D3EEB23DCB4C0B08060D1614F347	1	
3940	SO4126	74	54912E835FA79D65EE5B5AC2F20335A8AAD85F71	1	
3941	SO4127	44	CB27BE821F834EB63E4E05C06CA9178CC2C7AC00	1	
3942	SO4128	311	F0C91C90D9DDA81A9E27E51C4BDEBED9C84449EB	1	
3943	SO4129	311	4F79594FCAABEBFEA80EC20C5810657BFD5C7F6A	1	
3944	SO4130	154	0F45088C4FF3E6D420CDCBFBC0FA8D7BABCDFFE9	1	
3945	SO4131	250	3C3517D4AD4350656852499C3E0E90D8591A6935	1	
3946	SO4132	31	76C2EC9B61719A85004F2AC25DC653A3474F47E3	1	
3947	SO4133	252	BFE9EF13AE7E99EE022E68C02EE1055B6A1CE1A5	1	
3948	SO4134	70	D43CC2D631F5FBBCBBEE886B4EA212E38AEF227E	1	
3949	SO4135	440	2911C19CBDA9B08B2FD15C03D2FACB4978A3F114	1	
3950	SO4136	391	726F09417487F5714568C34AA39EA73D90F5C2B1	1	
3951	SO4137	32	E0DDD690B998CEFA9C37B16923CC039EBCBBFD07	1	
3952	SO4138	160	D2B76E2846C4F9338B51F9384C38102FB2859429	1	
3953	SO4139	514	BACFBBA8FF74D277B39E79B42AF03AB3717EA2E1	1	
3954	SO4140	273	ECD00CF0C2201720039989235CF9D6045F560EDB	1	
3955	SO4141	243	9FC75A4E9E80D704829AA0AA6A63FA9664120873	1	
3956	SO4142	108	562EA5B9ED7509BF3D26700A81576DBCDDC4F433	1	
3957	SO4143	574	572CA8B827111C9433493AB36F995B2BE4399070	1	
3958	SO4144	461	9A105D634E10325404D59B057AA7A93DDE865B71	1	
3959	SO4145	500	9A596C45D354380A246FE8E23F1D26DE6B86789A	1	
3960	SO4146	549	6DC153FC22038EA238A14DC1717FE086E91E09F8	1	
3961	SO4147	694	0F0DF3136A4663918493EE7CBDA0A121EC6F8AFE	1	
3962	SO4148	441	A9666531D957BD291ACEB8CD6E45710BE2905668	1	
3963	SO4149	5020	BD96371189269C99408DF6D1F0F3511487776EF9	1	
3964	SO4150	424	6C3A694AD2FD56933DA7631779C2A94E25235EA6	1	
3965	SO4151	334	A619779250997B329E44347AFC4FF62E5BAACCA6	1	
3966	SO4152	214	1B34CA05996B1A14D59E3A3536974E3B82D569A5	1	
3967	SO4153	378	EA1578A1EC04A86EC6B38F4B6B2F7C89A662D9A8	1	
3968	SO4154	303	28A874F3FD31FC10E7507344212F7826F1E3FD14	1	
3969	SO4155	601	F70B10BBC60335CAA808259A3BF02A100CD6676D	1	
3970	SO4156	34	52F29675A73122ABB4FDA3FAA06F4A92DDA06F2F	1	
3971	SO4157	202	A407A8D64CDE8D451D7215B1CA5B608B62867322	1	
3972	SO4158	36	F188644EDD5DEC0B3178C7E503C172DC073F83DF	1	
3973	SO4159	193	47AF0F7D24AE5E01BEF402BA353F0ECFC5ED3B22	1	
3974	SO4160	392	1EEC1E1152A325ECB4F504ECF83524444D0599A2	1	
3975	SO4161	55	87AA93CCC42AABBA56C9DA10AF38878C95B33E6B	1	
3976	SO4162	174	EA052B1483F29FB9AF3803D843780CF7B09BDA85	1	
3977	SO4163	440	39C0C302CC25B20267C6C95C4B329246240E676E	1	
3978	SO4164	128	90BE785C6E3492DF6E946DE27E57850FE1515A8A	1	
3979	SO4166	193	01DE0923572C580268112CF8F5032B12C921A3C1	1	
3980	SO4167	47	275C11DD0C68D4822A97DDD054E698A238117B51	1	
3981	SO4168	122	CCDBEB11C1DE052C60EF717BCAD9E476ECF0E014	1	
3982	SO4169	521	ECE76BAC71C6164674B317D93A6B8F3907C5F99C	1	
3983	SO4170	236	D89E9E199168E85167B8770C25AB8031CC2F6077	1	
3984	SO4171	158	1D4BE62FB6EE0C6AC27092C9241E9FD8620DD91A	1	
3985	SO4172	183	B7162A4F4B21AEBE3F67677E34FFA7B1DE2194C2	1	
3986	SO4173	428	A3CCAC1FFCCEFAC7A7E28973889EEE1E8D9B91C4	1	
3987	SO4174	306	E631EB1E7B58C8B5E84B592534F097508245CCD2	1	
3988	SO4175	36	B55B69CAAC27AFBB6D500579DA81C9F2D27618E0	1	
3989	SO4176	577	B2A3CE96F52C71A963EA6F6FF3F61A1D47970E93	1	
3990	SO4177	118	7DDCDE0EED6FA562C984526869D8BF1E2875DC5A	1	
3991	SO4178	351	A5BDE99A3EE45EA279D08F1AFC9127E0BC0541F2	1	
3992	SO4179	403	66263F9AF1052726C445B04DDBE3C28D5CB46622	1	
3993	SO4180	462	9F3AE9B65B82A08EBD7BF6819DAC642C021CE946	1	
3994	SO4181	305	5B937E55276955D4AFA20180B5621935712E2EF1	1	
3995	SO4182	191	D58F36A4EB2CCA3C9271A77D21A4B15BC6895DCC	1	
3996	SO4185	74	08031CC2E8BF82267778B0C2C74BC6F6F3F28A68	1	
3997	SO4186	42	6DEC27DA86E23F992DB3E954DB03AC458463ACF7	1	
3998	SO4187	186	A30FA34CEFAA22F70379061B34E5A75218BBF9CF	1	
3999	SO4188	36	070D3386DF0A8965FD56236CC86CBE7AC6D12F06	1	
4000	SO4189	153	18FE154E0127DB375E82DB9CEE1F13F09F6855D1	1	
4001	SO4190	306	A120739AC023C327E87F6A6F05D8D50AA0420A05	1	
4002	SO4191	192	C0BE41E431EF49F45A7D20DB7E804435739B82F0	1	
4003	SO4192	33	AD3927A8EDE91F24C339DC51A5C2DDDC77C21D50	1	
4004	SO4193	457	482CAA70C21ACFCABB027AF8C1F4733B5E3AD0A8	1	
4005	SO4194	346	9C401F33B95E876B857415856AD38099E7FFA3AB	1	
4006	SO4195	170	76D3532BE1E38567FE72B9C845C8D9DD53B86AC0	1	
4007	SO4196	82	8763CAD873CC4604FFF68A06E9D94515DFD68C32	1	
4008	SO4197	161	8D0BCBC20F651DC5F65336215E507DF3E54649B8	1	
4009	SO4198	271	87F164B1881015CAFC7B3959ED7B1387B94490C7	1	
4010	SO4199	251	CD257E783356EB22FCE41CDF5E7075AAE6AA2C29	1	
4011	SO4200	205	73324143DD2EBF8C3E199A54BEBC85FF50677560	1	
4012	SO4201	549	C2328A73BBCBEE50ABBB8DBE238C946E77632345	1	
4013	SO4202	88	69B51CFF32CF6732B393F809D5D272139E7EDA5A	1	
4014	SO4203	149	DAFF0941DD5BE4D4FD90583304B0BAFC500D3A05	1	
4015	SO4204	249	260A67C1342BEFC00A12373D8284882091D7A5F1	1	
4016	SO4205	173	5A7A306C303CB7B0576B7EB02F731059ADFC8113	1	
4017	SO4206	267	BC444EE29DE4247503E4876697D4D6D32FB89C51	1	
4018	SO4207	625	4687D5C87B36695B48E4D6701DD21BA2D4104B35	1	
4019	SO4208	336	09FE98943A0EC74A8B465C2D4F5AEC02F721EE83	1	
4020	SO4209	82	4D4FE45C696093E81DEEE0EDB2B3BB12AE565645	1	
4021	SO4210	181	1ED7B28D80D217A6CDC64C5FCA0A27B36161E250	1	
4022	SO4211	908	1BCC5047FACF65EBB7413CE9B30741C3FF72743B	1	
4023	SO4212	299	95B1CE992057DD157BA5DBB568B33D95A28DDD42	1	
4024	SO4213	148	25585712771E0465A63C6438428CE713E488814F	1	
4025	SO4214	306	C846E8CFE258F4AEA252C1B9ED9FA1FFE8E8BFE3	1	
4026	SO4215	395	9C68A1D43FAD10BD27AA4AADECBE4FDDB7D83E42	1	
4027	SO4216	411	2E7747DE2D7408A62C7DE652FD8387A33078A3C3	1	
4028	SO4217	262	A482920A070C9D8DA2FDC52B6430F6D5483F237E	1	
4029	SO4218	488	D37190A0AEF2764D26B4E231675319C901EBA01E	1	
4030	SO4219	362	6BEE48357DD85E8B45BFD7B4FF378F1B399A691E	1	
4031	SO4220	403	B9162AD1CDC2676CF5F96A14BEB573E624372637	1	
4032	SO4221	439	77F66EC059B20D49816172A336BF401869281CDD	1	
4033	SO4222	360	6CF3DF894DDE93337E93E21BA7FDE974FE5A300A	1	
4034	SO4223	460	9B7CE0EE15A4D1BFCBC97C74946B780CC619E38A	1	
4035	SO4224	491	B5FDA7C3423C746FD5A84C86C6F3B18604BF3D42	1	
4036	SO4225	583	2499A8EA08B0FCF5FC1967227CAF55C181A4A8A8	1	
4037	SO4226	104	135F6412A687A3BF381E2E1648D5703FC8D223AF	1	
4038	SO4227	313	9EED112F34C334E1035DA1506059FC43CDA193EA	1	
4039	SO4228	152	D24F9167550B49EC97E0B10831232E41E7D8A0A6	1	
4040	SO4229	105	62F0237A914EF10D36987AA4FAFF3CE166119851	1	
4041	SO4230	494	78EDAF778A6E2585A4A1432CBA1FA7742F091F08	1	
4042	SO4232	437	74A74A5B31C746D39F5064F6A9F638BF90C5D578	1	
4043	SO4233	201	54BB0C4E56FAC25396BC51702CB29D16FC95BD20	1	
4044	SO4234	474	8E2624C3B64881810304CF4202D66C17E95CD695	1	
4045	SO4235	364	F8ABBD89061B0630F79A7DAAD8C7E2C4F0CA55EF	1	
4046	SO4236	522	3B7988F947040981F054F4F6005A9F1D8618D3FA	1	
4047	SO4237	50	F9745444AF33AF8D617A0B8D37873CD787AA097B	1	
4048	SO4238	194	9CA6EFAA090668531D1C0DB3A52627FCD36E138D	1	
4049	SO4240	386	D0D715130AA9CA70160DFCA0CB52010A3A7EEC53	1	
4050	SO4241	607	17DEC9717625CACAF151437D3FA196AF3F9D87DA	1	
4051	SO4242	154	13EA66EFFD4758FCD6E32B48A772F2A5CED450E2	1	
